Variable_Name,Data_Type,Type_Precision,Storage_Size,Number_of_Elements,DataType_Size,Number_of_Attributes,Storage_Layout,Fill_Value_Definition,Fill_Value,Min_Value,Max_Value,User_Time,System_Time,Elapsed_Time,CPU_Usage,Energy_Joules,Nano_Seconds,FileSize_in_Folder_Before,FileSize_in_Folder_After,Compressor,Array_Dimension,DM1,DM2,DM3,DM4
f_tu_bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-100.325161,269.995206,3.19,0.07,0:03.27,99,459.69,3288,55486091,13562436,zstd-11,4,31,31,82,88
f_tu_bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-100.325161,269.995206,297.51,0.45,4:58.04,99,35022.4,298070,55486091,13434258,zstd-22,4,31,31,82,88
f_tu_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-24.741835,110.274616,1.65,0.07,0:01.73,99,244.52,1747,55486106,13668745,zstd,4,31,31,82,88
f_tu_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-24.741835,110.274616,3.72,0.08,0:03.82,99,462.36,3832,55486106,13483172,zstd-11,4,31,31,82,88
f_tu_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-24.741835,110.274616,302.66,0.54,5:03.27,99,35546.1,303308,55486106,13333241,zstd-22,4,31,31,82,88
f_tu_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-5.088502,14.768663,1.64,0.07,0:01.72,99,254.57,1736,55486106,13650919,zstd,4,31,31,82,88
f_tu_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-5.088502,14.768663,3.2,0.08,0:03.30,99,466.68,3315,55486106,13465771,zstd-11,4,31,31,82,88
f_tu_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-5.088502,14.768663,303.81,0.49,5:04.38,99,35773.9,304413,55486106,13308906,zstd-22,4,31,31,82,88
f_tu_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.181047,21.110879,1.64,0.07,0:01.72,99,250.33,1737,55486106,13654964,zstd,4,31,31,82,88
f_tu_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.181047,21.110879,3.18,0.07,0:03.27,99,461.82,3281,55486106,13468561,zstd-11,4,31,31,82,88
f_tu_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.181047,21.110879,303.72,0.54,5:04.34,99,35750.2,304371,55486106,13312188,zstd-22,4,31,31,82,88
f_tu_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.585653,2.882406,1.64,0.06,0:01.71,99,234.94,1729,55486106,13653304,zstd,4,31,31,82,88
f_tu_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.585653,2.882406,3.52,0.07,0:03.61,99,471.11,3624,55486106,13466805,zstd-11,4,31,31,82,88
f_tu_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-0.585653,2.882406,303.93,0.47,5:04.47,99,35756.2,304508,55486106,13311935,zstd-22,4,31,31,82,88
f_tu_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1137397.329958,2466632.449079,1.64,0.07,0:01.72,99,229.74,1733,55486107,13654139,zstd,4,31,31,82,88
f_tu_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1137397.329958,2466632.449079,3.22,0.07,0:03.30,99,467.89,3311,55486107,13469740,zstd-11,4,31,31,82,88
f_tu_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1137397.329958,2466632.449079,301.77,0.47,5:02.33,99,35486.1,302361,55486107,13315100,zstd-22,4,31,31,82,88
f_tu_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-175.378869,241.108747,1.64,0.07,0:01.73,99,240.13,1747,55486112,13680645,zstd,4,31,31,82,88
f_tu_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-175.378869,241.108747,3.18,0.07,0:03.26,99,475.53,3271,55486112,13492372,zstd-11,4,31,31,82,88
f_tu_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-175.378869,241.108747,302.26,0.51,5:03.05,99,35583,303083,55486112,13340343,zstd-22,4,31,31,82,88
f_tu_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.402015,21.0602,1.65,0.07,0:01.73,99,239.98,1743,55486114,13646988,zstd,4,31,31,82,88
f_tu_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.402015,21.0602,3.18,0.06,0:03.25,99,458.05,3270,55486114,13461673,zstd-11,4,31,31,82,88
f_tu_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-4.402015,21.0602,304.37,0.56,5:05.04,99,36045.5,305073,55486114,13305116,zstd-22,4,31,31,82,88
f_tu_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-6394.89183,11122.977429,1.64,0.07,0:01.72,99,244.64,1736,55486088,13717490,zstd,4,31,31,82,88
f_tu_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-6394.89183,11122.977429,3.24,0.06,0:03.31,99,463.8,3324,55486088,13533602,zstd-11,4,31,31,82,88
f_tu_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-6394.89183,11122.977429,301.38,0.58,5:02.04,99,35878.9,302073,55486088,13384312,zstd-22,4,31,31,82,88
f_tu_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-143.220328,583.731888,1.66,0.05,0:01.72,99,241.99,1737,55486089,13753003,zstd,4,31,31,82,88
f_tu_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-143.220328,583.731888,3.51,0.11,0:03.63,99,474.26,3649,55486089,13555497,zstd-11,4,31,31,82,88
f_tu_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-143.220328,583.731888,298.04,0.51,4:58.72,99,35251,298758,55486089,13424616,zstd-22,4,31,31,82,88
f_tu_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-142697.177537,310331.238768,1.63,0.07,0:01.72,99,243.33,1733,55486086,13646309,zstd,4,31,31,82,88
f_tu_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-142697.177537,310331.238768,3.58,0.09,0:03.68,99,470.55,3699,55486086,13459931,zstd-11,4,31,31,82,88
f_tu_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-142697.177537,310331.238768,304.21,0.45,5:04.73,99,35806.8,304766,55486086,13306157,zstd-22,4,31,31,82,88
f_tu_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.155239,140.094408,1.64,0.08,0:01.73,99,237.58,1746,55486090,13678274,zstd,4,31,31,82,88
f_tu_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.155239,140.094408,3.21,0.07,0:03.30,99,460.99,3315,55486090,13492286,zstd-11,4,31,31,82,88
f_tu_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.155239,140.094408,302.69,0.5,5:03.26,99,35975.8,303294,55486090,13339811,zstd-22,4,31,31,82,88
f_tu_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-5.910242,21.146483,1.64,0.06,0:01.72,99,257.13,1734,55486090,13657969,zstd,4,31,31,82,88
f_tu_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-5.910242,21.146483,3.17,0.08,0:03.27,99,461.26,3282,55486090,13469183,zstd-11,4,31,31,82,88
f_tu_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-5.910242,21.146483,304.45,0.48,5:05.01,99,35853.9,305043,55486090,13311796,zstd-22,4,31,31,82,88
f_tu_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.300648,140.824016,1.63,0.08,0:01.73,99,235.52,1742,55486094,13678831,zstd,4,31,31,82,88
f_tu_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.300648,140.824016,3.75,0.07,0:03.83,99,464.45,3848,55486094,13490083,zstd-11,4,31,31,82,88
f_tu_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.300648,140.824016,302.57,0.5,5:03.20,99,35908.5,303238,55486094,13338228,zstd-22,4,31,31,82,88
f_tu_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-5.932135,21.256469,1.63,0.08,0:01.72,99,230.85,1739,55486094,13657882,zstd,4,31,31,82,88
f_tu_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-5.932135,21.256469,3.73,0.06,0:03.81,99,455.81,3826,55486094,13468304,zstd-11,4,31,31,82,88
f_tu_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-5.932135,21.256469,303.85,0.57,5:04.49,99,36240.8,304528,55486094,13310072,zstd-22,4,31,31,82,88
f_tu_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2859.078195,6029.594156,1.62,0.09,0:01.75,98,227.28,1764,55486096,13693422,zstd,4,31,31,82,88
f_tu_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2859.078195,6029.594156,3.22,0.06,0:03.29,99,462.73,3310,55486096,13499753,zstd-11,4,31,31,82,88
f_tu_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-2859.078195,6029.594156,303.28,0.51,5:03.87,99,36089.9,303903,55486096,13348005,zstd-22,4,31,31,82,88
f_tu_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.127749,123.405059,1.65,0.07,0:01.73,99,242.77,1746,55486100,13690138,zstd,4,31,31,82,88
f_tu_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.127749,123.405059,3.19,0.06,0:03.26,99,465.45,3280,55486100,13497069,zstd-11,4,31,31,82,88
f_tu_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-39.127749,123.405059,306.09,0.57,5:06.74,99,36414.5,306768,55486100,13351787,zstd-22,4,31,31,82,88
f_tu_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-34.916936,119.566263,1.65,0.06,0:01.72,99,238.03,1740,55486099,13670068,zstd,4,31,31,82,88
f_tu_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-34.916936,119.566263,3.51,0.1,0:03.62,99,469.84,3638,55486099,13481175,zstd-11,4,31,31,82,88
f_tu_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-34.916936,119.566263,301.95,0.54,5:02.60,99,35968.3,302635,55486099,13328324,zstd-22,4,31,31,82,88
f_tv_alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1879772.349211,575498.865847,1.69,0.06,0:01.77,99,239.92,1782,55486095,13828828,zstd,4,31,31,82,88
f_tv_alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1879772.349211,575498.865847,3.3,0.06,0:03.38,99,458.7,3402,55486095,13657894,zstd-11,4,31,31,82,88
f_tv_alk,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1879772.349211,575498.865847,298.62,0.59,4:59.44,99,35555.9,299475,55486095,13494372,zstd-22,4,31,31,82,88
f_tv_bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-157.201354,82.596482,1.69,0.06,0:01.76,99,228.97,1776,55486097,13941433,zstd,4,31,31,82,88
f_tv_bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-157.201354,82.596482,3.33,0.08,0:03.43,99,468.7,3443,55486097,13752687,zstd-11,4,31,31,82,88
f_tv_bac,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-157.201354,82.596482,294.77,0.53,4:55.38,99,34648,295408,55486097,13612533,zstd-22,4,31,31,82,88
f_tv_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-85.272705,38.11844,1.71,0.04,0:01.77,99,236.15,1783,55486112,13858279,zstd,4,31,31,82,88
f_tv_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-85.272705,38.11844,3.89,0.06,0:03.97,99,459.63,3984,55486112,13677961,zstd-11,4,31,31,82,88
f_tv_d1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-85.272705,38.11844,299.28,0.49,4:59.84,99,35547.8,299879,55486112,13520149,zstd-22,4,31,31,82,88
f_tv_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-11.941437,26.79985,1.68,0.06,0:01.76,99,239.76,1775,55486112,13843600,zstd,4,31,31,82,88
f_tv_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-11.941437,26.79985,3.33,0.06,0:03.40,99,466.54,3421,55486112,13663041,zstd-11,4,31,31,82,88
f_tv_d1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-11.941437,26.79985,297.34,0.5,4:57.95,99,35389.4,297985,55486112,13499988,zstd-22,4,31,31,82,88
f_tv_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-14.08125,3.799471,1.7,0.06,0:01.90,93,233.53,1912,55486112,13836142,zstd,4,31,31,82,88
f_tv_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-14.08125,3.799471,3.34,0.07,0:03.47,98,461.76,3505,55486112,13661046,zstd-11,4,31,31,82,88
f_tv_d2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-14.08125,3.799471,298.21,0.5,4:58.80,99,35133.5,298830,55486112,13494937,zstd-22,4,31,31,82,88
f_tv_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.97439,0.541472,1.68,0.06,0:01.75,99,235.98,1768,55486112,13843016,zstd,4,31,31,82,88
f_tv_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.97439,0.541472,3.85,0.08,0:03.95,99,454.54,3965,55486112,13664926,zstd-11,4,31,31,82,88
f_tv_d2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1.97439,0.541472,298.69,0.59,4:59.36,99,35438.5,299392,55486112,13500333,zstd-22,4,31,31,82,88
f_tv_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1733123.079246,521007.934484,1.7,0.06,0:01.77,99,226.22,1784,55486113,13829476,zstd,4,31,31,82,88
f_tv_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1733123.079246,521007.934484,3.79,0.09,0:03.89,99,461.5,3907,55486113,13659530,zstd-11,4,31,31,82,88
f_tv_dic,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-1733123.079246,521007.934484,296.15,0.56,4:56.84,99,34888.8,296875,55486113,13494867,zstd-22,4,31,31,82,88
f_tv_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-207.229963,106.022226,1.7,0.06,0:01.76,99,232.73,1780,55486118,13860559,zstd,4,31,31,82,88
f_tv_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-207.229963,106.022226,3.86,0.07,0:03.95,99,457.78,3965,55486118,13687966,zstd-11,4,31,31,82,88
f_tv_doc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-207.229963,106.022226,297.02,0.49,4:57.61,99,35009.1,297645,55486118,13527379,zstd-22,4,31,31,82,88
f_tv_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-14.181887,3.752555,1.68,0.06,0:01.76,99,240.43,1777,55486120,13834400,zstd,4,31,31,82,88
f_tv_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-14.181887,3.752555,3.82,0.08,0:03.91,99,456.02,3929,55486120,13661156,zstd-11,4,31,31,82,88
f_tv_don,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-14.181887,3.752555,300.06,0.55,5:00.70,99,35624.9,300735,55486120,13496253,zstd-22,4,31,31,82,88
f_tv_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-7542.906826,2969.114356,1.69,0.06,0:01.76,99,230.98,1778,55486094,13895242,zstd,4,31,31,82,88
f_tv_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-7542.906826,2969.114356,3.85,0.08,0:03.94,99,456.88,3959,55486094,13718113,zstd-11,4,31,31,82,88
f_tv_n3n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-7542.906826,2969.114356,297.59,0.51,4:58.17,99,35322.7,298207,55486094,13564745,zstd-22,4,31,31,82,88
f_tv_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-521.275924,203.079313,1.69,0.06,0:01.77,99,235.73,1786,55486095,13935794,zstd,4,31,31,82,88
f_tv_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-521.275924,203.079313,3.34,0.05,0:03.41,99,463.83,3423,55486095,13749884,zstd-11,4,31,31,82,88
f_tv_n4n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-521.275924,203.079313,293.77,0.58,4:54.59,99,34822.8,294628,55486095,13608740,zstd-22,4,31,31,82,88
f_tv_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-220695.404632,65175.036243,1.67,0.07,0:01.75,99,239.32,1766,55486092,13827818,zstd,4,31,31,82,88
f_tv_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-220695.404632,65175.036243,3.3,0.06,0:03.38,99,462.3,3389,55486092,13657099,zstd-11,4,31,31,82,88
f_tv_o2o,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-220695.404632,65175.036243,299.31,0.47,4:59.86,99,35278.6,299898,55486092,13491689,zstd-22,4,31,31,82,88
f_tv_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-155.704937,54.149527,1.69,0.07,0:01.79,98,235.65,1808,55486096,13869408,zstd,4,31,31,82,88
f_tv_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-155.704937,54.149527,3.31,0.07,0:03.43,98,463.94,3448,55486096,13689558,zstd-11,4,31,31,82,88
f_tv_p1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-155.704937,54.149527,296.97,0.52,4:57.57,99,34950.4,297601,55486096,13531835,zstd-22,4,31,31,82,88
f_tv_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-23.502849,8.173513,1.67,0.08,0:01.77,99,240.62,1781,55486096,13837728,zstd,4,31,31,82,88
f_tv_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-23.502849,8.173513,3.32,0.09,0:03.42,99,475.69,3433,55486096,13660108,zstd-11,4,31,31,82,88
f_tv_p1n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-23.502849,8.173513,300.12,0.52,5:00.74,99,35479.6,300770,55486096,13495860,zstd-22,4,31,31,82,88
f_tv_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-155.898323,41.773911,1.68,0.08,0:01.77,99,243.14,1805,55486100,13865751,zstd,4,31,31,82,88
f_tv_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-155.898323,41.773911,3.37,0.08,0:03.47,99,465.82,3485,55486100,13686415,zstd-11,4,31,31,82,88
f_tv_p2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-155.898323,41.773911,299.01,0.59,4:59.67,99,35547.9,299708,55486100,13526426,zstd-22,4,31,31,82,88
f_tv_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-23.531894,6.305494,1.68,0.07,0:01.76,99,228.11,1779,55486100,13838877,zstd,4,31,31,82,88
f_tv_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-23.531894,6.305494,3.32,0.07,0:03.41,99,469.87,3421,55486100,13661623,zstd-11,4,31,31,82,88
f_tv_p2n,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-23.531894,6.305494,302.1,0.53,5:02.70,99,36002.9,302737,55486100,13495444,zstd-22,4,31,31,82,88
f_tv_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-3878.73928,2052.234567,1.68,0.06,0:01.75,99,233.98,1768,55486102,13867068,zstd,4,31,31,82,88
f_tv_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-3878.73928,2052.234567,3.85,0.07,0:03.94,99,470.09,3958,55486102,13691714,zstd-11,4,31,31,82,88
f_tv_soc,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-3878.73928,2052.234567,297.9,0.52,4:58.55,99,35499,298584,55486102,13529394,zstd-22,4,31,31,82,88
f_tv_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-102.172233,27.881626,1.7,0.05,0:01.77,99,232.76,1784,55486106,13868550,zstd,4,31,31,82,88
f_tv_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-102.172233,27.881626,3.34,0.05,0:03.41,99,467.6,3419,55486106,13688308,zstd-11,4,31,31,82,88
f_tv_z1c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-102.172233,27.881626,296.62,0.56,4:57.26,99,35233.2,297291,55486106,13532951,zstd-22,4,31,31,82,88
f_tv_z2c,DOUBLE,64,55476608,6934576,8,4,H5D_CHUNKED,H5D_FILL_VALUE_USER_DEFINED,-99990000000,-101.272436,27.44201,1.69,0.06,0:01.76,99,228.59,1781,55486105,13850710,zstd,4,31,31,82,88
